lemma,frequency,gloss_source,gloss,hdbscan_cluster,hdbscan_label,ward_12,ward_12_label,ward_25,ward_25_label,ward_50,ward_50_label,ward_100,ward_100_label
περικαλλής,54,lsj,very beautiful,112,"glad, welcome, lovely, beautiful",9,"desire, noble, strength, easy",19,"desire, wish, love, want",34,"love, heart, sweet, warm",67,"sweet, warm, glad, delight"
ἔνδον,54,lsj,within; in oneʼs heart; at home; of the house,40,"home, house, inside, domestic",7,"come, return, near, arrive",16,"come, return, hither, arrive",29,"come, arrive, home, house",55,"home, house, inside, come forth"
Παλλάς,53,lsj,Pallas; coin bearing the head of Pallas; maiden-priestess; five,-1,(outlier),1,"son, chariot, lord, old",3,"divine, honour, zeus, wonder",3,"divine, honour, zeus, god",8,"honour, wonder, reverence, gift"
σῆμα,53,lsj,"sign, mark, token; sign from heaven, omen, portent; sign to do; begin something",-1,(outlier),11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",45,"pray, oath, herald, command",88,"pray, oath, herald, command"
αἰπύς,53,lsj,"high and steep; on high; hanging high; sheer, utter",5,"high, lofty, height, feet",9,"desire, noble, strength, easy",20,"noble, strength, swift, little",38,"strength, force, high, courage",74,"high, courage, better, stout"
ἔμπεδος,53,lsj,"in the ground, firm-set; steadfast; sure and certain; cleaving",14,"ready, make, order, prepare",9,"desire, noble, strength, easy",20,"noble, strength, swift, little",36,"swift, little, haste, eager",71,"little, softly, firm, small"
εἴσω,52,lsj,"to within, into; into the house; to the inside; inside, within",40,"home, house, inside, domestic",7,"come, return, near, arrive",16,"come, return, hither, arrive",29,"come, arrive, home, house",55,"home, house, inside, come forth"
τανύω,52,lsj,"stretch, strain; string; having strung his; pull",106,"stretch, bend, curved, tight",3,"meet, bind, round, stretch",7,"round, stretch, straight, turn",8,"round, straight, stretch, turn",20,"bend, curved, twisted, stretch"
γυῖον,52,lsj,limb; the feet; womb; hands,138,"shoulder, thigh, limb, ankle",4,"spear, bronze, eat, silver",9,"spear, bronze, breast, arrow",11,"breast, thigh, knee, arm",26,"breast, thigh, knee, arm"
ὀπάζω,52,lsj,"make to follow, send with; give as a companion; follower; bid",-1,(outlier),11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",45,"pray, oath, herald, command",88,"pray, oath, herald, command"
ἀφικνέομαι,52,lsj,"arrive at, come to, reach; came up to; came to; come up to",123,"arrive, reach, come, attain",7,"come, return, near, arrive",16,"come, return, hither, arrive",29,"come, arrive, home, house",56,"come, arrive, reach, born"
πάρειμι,51,lsj,sum; to be by; present; near,-1,(outlier),11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",43,"know, appear, perceive, look",84,"watch, count, sum, visit"
πόποι,51,agwn,"make angry: ""The news angered him""",98,"anger, wrath, angry, rage",12,"shout, speak, rouse, speech",23,"rouse, stir, anger, fight",47,"fight, quarrel, anger, battle",93,"fight, battle, quarrel, anger"
ὀνομάζω,51,lsj,"speak of by name, call; address by name; naming; name, specify",36,"address, speak, accost, assembly",12,"shout, speak, rouse, speech",25,"speak, speech, voice, address",50,"speak, speech, voice, address",99,"address, speak, accost, surname"
ἐγείρω,51,lsj,"awaken, rouse; rouse, stir up; stir; wake up",94,"stir, rouse, urge, excite",12,"shout, speak, rouse, speech",23,"rouse, stir, anger, fight",48,"rouse, stir, dance, song",96,"rouse, stir, shake, tremble"
πέτομαι,51,lsj,"fly; fell suddenly; dart, rush; fly!",118,"fly, winged, dart, riot",12,"shout, speak, rouse, speech",23,"rouse, stir, anger, fight",48,"rouse, stir, dance, song",95,"spring, dart, rush, leap"
τέμνω,51,lsj,"cut; cutting; cut, wound, maim; wound",12,"wound, blood, ulcer, scar",10,"wound, destroy, slay, kill",21,"wound, destroy, slay, cut",42,"wound, cut, tears, toil",80,"wound, cut, strip, blood"
σεύω,51,lsj,"put in quick motion, drive; hunt, chase; drive away; set on, let loose at",117,"leap, rush, run, chase",8,"flee, pass, away, drive",17,"pass, lead, come, throw",30,"pass, lead, come, throw",57,"drive, pass, rush, path"
νοστέω,51,lsj,"come home, return; return safe; return; come",43,"return, backwards, rear, home",7,"come, return, near, arrive",16,"come, return, hither, arrive",27,"return, time, fifth, backwards",52,"return, backwards, anew, come home"
γόος,51,lsj,"weeping, wailing; louder signs of grief; grief for; for",54,"tears, accompanied, sobs inarticulate, inarticulate sounds",10,"wound, destroy, slay, kill",21,"wound, destroy, slay, cut",42,"wound, cut, tears, toil",81,"toil, tears, pain, distressed"
ἐποτρύνω,51,lsj,"stir up, excite, urge on; to urge; stirs up; against",94,"stir, rouse, urge, excite",12,"shout, speak, rouse, speech",23,"rouse, stir, anger, fight",48,"rouse, stir, dance, song",96,"rouse, stir, shake, tremble"
αἴξ,50,lsj,goat; ibex; the star Capella; goose,134,"goose, wild, fawn, mule",4,"spear, bronze, eat, silver",10,"eat, tree, heracles, meal",15,"heracles, bird, fish, fly",34,"heracles, bird, fish, fly"
πῶς2,50,lsj (homographs merged),how?; how so; how; how? at what price?,-1,(outlier),7,"come, return, near, arrive",16,"come, return, hither, arrive",28,"hither, wherefore, way, just",54,"hither, wherefore, way, just"
εἴδομαι,50,lsj,"to be seen, appear; are visible, appear; was visible; appear",20,"appear, bring light, seen, forth",11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",43,"know, appear, perceive, look",82,"know, appear, perceive, bring light"
μίμνω,50,lsj,"stay, stand fast; tarry; remain; remain, be left",85,"stay, remain, restrain, stop",8,"flee, pass, away, drive",18,"flee, fear, away, hold",31,"hold, leave, stay, retire",61,"hold, seize, stay, remain"
κατατίθημι,50,lsj,"place, put, lay down; set; down in; take down",92,"sleep, lie, lay, bed",2,"chamber, sleep, sit, bed",5,"sleep, sit, seat, bed",6,"sleep, sit, seat, bed",15,"sleep, bed, lie, lay"
πίων,49,lsj,"fat; rich; wealthy, abounding; plenteous",-1,(outlier),9,"desire, noble, strength, easy",20,"noble, strength, swift, little",37,"noble, wrought, glorious, splendid",72,"noble, wrought, glorious, splendid"
τίνω,49,lsj,pay a price; pay; acquit oneself of; render,30,"pay, price, debt, obligation",11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",44,"ask, inquire, pay, prize",87,"pay, debt, receive, price"
ἀμείνων,49,lsj,"better; stouter, stronger, braver; the better sort; ʼtis better",89,"strength, force, better, mighty",9,"desire, noble, strength, easy",20,"noble, strength, swift, little",38,"strength, force, high, courage",74,"high, courage, better, stout"
ἀντίον,49,lsj,loom,-1,(outlier),3,"meet, bind, round, stretch",8,"meet, bind, ready, gather",9,"bind, ready, fast, make",23,"ready, bind, fast, make"
ῥέω,49,lsj,"flow, run, stream, gush; runs with; a full stream; derive its stream",38,"stream, water, river, spring",6,"wind, water, pour, sea",14,"wind, sea, stream, water",24,"sea, stream, wine, water",48,"stream, wine, water, drink"
γενεά,49,lsj,"race, family; by birth; blood; younger",121,"race, descent, father, family",1,"son, chariot, lord, old",2,"old, mother, son, wife",2,"old, son, mother, wife",5,"son, child, mother, father"
ἔρδω,49,lsj,to do; harm; let; practise,-1,(outlier),10,"wound, destroy, slay, kill",21,"wound, destroy, slay, cut",41,"destiny, dishonour, wretched, hateful",78,"dishonour, pity, disgrace, reproach"
κῆδος,49,lsj,"care about; matter; anxiety, grief; troubles",79,"grieving, distressed, wretched, pity",11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",46,"rejoice, care, heed, counsel",89,"care, rejoice, heed, attempt"
ἄκρος,49,lsj,"at the farthest point; end; topmost, outermost; inmost",93,"set, beneath, lowest, high",7,"come, return, near, arrive",15,"near, nigh, far, hand",25,"beneath, lowest, hindmost, atop",49,"beneath, lowest, high, aloft"
ἱππόδαμος,49,lsj,tamer of horses; Hippodamia,134,"goose, wild, fawn, mule",4,"spear, bronze, eat, silver",10,"eat, tree, heracles, meal",15,"heracles, bird, fish, fly",34,"heracles, bird, fish, fly"
προπάροιθε,49,lsj,"before, in front of; before; feet; along",43,"return, backwards, rear, home",7,"come, return, near, arrive",15,"near, nigh, far, hand",25,"beneath, lowest, hindmost, atop",49,"beneath, lowest, high, aloft"
ῥήγνυμι,49,lsj,"break asunder, rend, shatter; rend; make grievous; break for oneself, get broken",47,"break, shiver, broken, shrink",10,"wound, destroy, slay, kill",21,"wound, destroy, slay, cut",42,"wound, cut, tears, toil",80,"wound, cut, strip, blood"
λέχος,48,lsj,"couch, bed; bedstead; bier; marriage-bed",136,"precinct, bed, grove, sacred",2,"chamber, sleep, sit, bed",5,"sleep, sit, seat, bed",6,"sleep, sit, seat, bed",15,"sleep, bed, lie, lay"
ὑσμίνη,48,lsj,"fight, battle, combat; of the fight; the fight; yúdh",27,"battle, quarrel, fight, strife",12,"shout, speak, rouse, speech",23,"rouse, stir, anger, fight",47,"fight, quarrel, anger, battle",93,"fight, battle, quarrel, anger"
ὀρίνω,48,lsj,"stir, raise; stir, move, excite; driving; wild",94,"stir, rouse, urge, excite",12,"shout, speak, rouse, speech",23,"rouse, stir, anger, fight",48,"rouse, stir, dance, song",95,"spring, dart, rush, leap"
ἐφέπω,48,lsj,"ply, wield; apply, direct towards; against; ply, belabour, lay on to",103,"raise, lean, inclining, make stand",3,"meet, bind, round, stretch",7,"round, stretch, straight, turn",8,"round, straight, stretch, turn",20,"bend, curved, twisted, stretch"
ἀγαυός,48,lsj,"illustrious, noble; noble; brilliant, glorious",81,"glorious, noble, famous, renowned",9,"desire, noble, strength, easy",20,"noble, strength, swift, little",37,"noble, wrought, glorious, splendid",72,"noble, wrought, glorious, splendid"
ἄλκιμος,48,lsj,"stout, brave; fortifying; giving succour",82,"stout, strong, sturdy, heavy",9,"desire, noble, strength, easy",20,"noble, strength, swift, little",38,"strength, force, high, courage",74,"high, courage, better, stout"
ἱστός,47,lsj,"anything set upright; mast; the mast; rod, pole",141,"strap, cord, thong, bar",4,"spear, bronze, eat, silver",9,"spear, bronze, breast, arrow",12,"spear, arrow, sword, girdle",28,"spear, sword, girdle, belt"
κάμνω,47,lsj,work; wrought; build; win by toil,-1,(outlier),10,"wound, destroy, slay, kill",21,"wound, destroy, slay, cut",42,"wound, cut, tears, toil",81,"toil, tears, pain, distressed"
τρίς,47,lsj,"thrice, three times; thrice; tris; ter",55,"fifth, half, fourth, thrice",7,"come, return, near, arrive",16,"come, return, hither, arrive",27,"return, time, fifth, backwards",53,"time, fifth, forthwith, fourth"
ἔρομαι,47,lsj,"ask, inquire; learn by inquiry; ask after; for",9,"ask, inquire, beggar, question",11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",44,"ask, inquire, pay, prize",86,"ask, inquire, beg, inquiry"
θρόνος,47,lsj,"seat, chair; throne, chair of state; kingʼs estate; dignity",127,"sit, seat, chair, place",2,"chamber, sleep, sit, bed",5,"sleep, sit, seat, bed",6,"sleep, sit, seat, bed",14,"sit, seat, chair, throne"
αὔω2,47,lsj (homograph 2),"cry out, shout, call aloud; utter; call upon; ring",65,"shout, battle, war, aloud",12,"shout, speak, rouse, speech",24,"shout, lament, wail, loud",49,"shout, lament, wail, loud",98,"shout, lament, wail, shriek"
ὕλη,47,lsj,"forest, woodland; forest; forest-trees; copse, brushwood, undergrowth",109,"tree, wood, garden, fir",4,"spear, bronze, eat, silver",10,"eat, tree, heracles, meal",17,"tree, barley, garden, wood",36,"tree, wood, barley, garden"
κασίγνητος,47,lsj,brother; born from the same mother; sister; sisters,124,"brother, sister, law, cousin",1,"son, chariot, lord, old",2,"old, mother, son, wife",2,"old, son, mother, wife",4,"wife, sister, brother, marry"
οὐτάω,47,lsj,"wound, hurt, hit; wound by striking; thrusting; pierced",12,"wound, blood, ulcer, scar",10,"wound, destroy, slay, kill",21,"wound, destroy, slay, cut",42,"wound, cut, tears, toil",80,"wound, cut, strip, blood"
ἀπάνευθε,46,lsj,"afar off, far away; far from, aloof from; without; knowledge",45,"far, away, apart, aloof",7,"come, return, near, arrive",15,"near, nigh, far, hand",26,"near, far, nigh, hand",50,"far, away, distance, distant"
χώομαι,46,lsj,to be angry; to be angry at; about; because of,98,"anger, wrath, angry, rage",12,"shout, speak, rouse, speech",23,"rouse, stir, anger, fight",47,"fight, quarrel, anger, battle",93,"fight, battle, quarrel, anger"
ἡγέομαι,46,lsj,"go before, lead the way; precede; to go before; might guide",-1,(outlier),8,"flee, pass, away, drive",17,"pass, lead, come, throw",30,"pass, lead, come, throw",57,"drive, pass, rush, path"
νόσφι,46,lsj,"aloof, apart, aside; aside; aloof from; besides, except",45,"far, away, apart, aloof",11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",46,"rejoice, care, heed, counsel",89,"care, rejoice, heed, attempt"
πλήσσω,46,lsj,"struck with terror; amazement; strike, smite; strike",-1,(outlier),10,"wound, destroy, slay, kill",21,"wound, destroy, slay, cut",42,"wound, cut, tears, toil",80,"wound, cut, strip, blood"
φόνος,46,lsj,"murder, slaughter; killing; murder; slaughter",74,"slay, slaughter, kill, sacrifice",10,"wound, destroy, slay, kill",21,"wound, destroy, slay, cut",39,"slay, kill, destroy, waste",76,"slay, slaughter, kill, sacrifice"
αἰδοῖος,46,lsj,"having a claim to regard, reverence; compassion; bashful, shamefaced; showing reverence",26,"honour, wonder, reverence, glory",1,"son, chariot, lord, old",3,"divine, honour, zeus, wonder",3,"divine, honour, zeus, god",8,"honour, wonder, reverence, gift"
πῆμα,46,lsj,"misery, calamity; pains; labours; bane, calamity",80,"destroy, waste, bane, sack",10,"wound, destroy, slay, kill",21,"wound, destroy, slay, cut",41,"destiny, dishonour, wretched, hateful",79,"destiny, wretched, hateful, wrath"
κόρυς,46,lsj,helmet; scalp,119,"helmet, head, peak, brim",4,"spear, bronze, eat, silver",9,"spear, bronze, breast, arrow",13,"helmet, hair, head, cloth",30,"hair, helmet, head, face"
ὀστέον,46,lsj,d)Fr; bone; the bleached bones of the dead; of bones,138,"shoulder, thigh, limb, ankle",6,"wind, water, pour, sea",13,"pour, wash, oil, breathe",21,"wash, oil, salt, raw",43,"wash, oil, salt, raw"
οὐδός,46,lsj,"threshold; threshold of a house; threshold, entrance; lintel",-1,(outlier),2,"chamber, sleep, sit, bed",6,"chamber, house, ground, inner",7,"chamber, house, ground, mountain",18,"house, chamber, wall, court"
Κίρκη,46,lsj,Circe,142,"thracian, scylla seal, monachus calchas, calypso icarian",1,"son, chariot, lord, old",1,"troy, athens, trojan, phthia",1,"troy, trojan, athens, thebes",3,"phthia, lesbos, hang, club"
φορέω,45,lsj,"repeated; habitual; bear to and fro, bear along; conveyed",-1,(outlier),8,"flee, pass, away, drive",18,"flee, fear, away, hold",31,"hold, leave, stay, retire",61,"hold, seize, stay, remain"
καρπάλιμος,45,lsj,"swift; swiftly; eager, ravenous",2,"swift, quick, hasty, light",9,"desire, noble, strength, easy",20,"noble, strength, swift, little",36,"swift, little, haste, eager",70,"swift, haste, eager, quick"
ἡδύς,45,lsj,pleasant; rather; pleasures; merrily,113,"delight, joy, pleasure, rejoice",9,"desire, noble, strength, easy",19,"desire, wish, love, want",34,"love, heart, sweet, warm",67,"sweet, warm, glad, delight"
νέμω,45,lsj,"deal out, dispense; distribute; leave; pay",30,"pay, price, debt, obligation",6,"wind, water, pour, sea",13,"pour, wash, oil, breathe",22,"pour, breathe, flow, spread",44,"pour, flow, filled, shed"
ἐγγύς,45,lsj,"near, nigh, at hand; hard by, near to; nearer to; nigh at hand",44,"near, nigh, hand, hard",7,"come, return, near, arrive",15,"near, nigh, far, hand",26,"near, far, nigh, hand",51,"near, nigh, hand, close"
ἔνθεν,45,lsj,thence; on the one side; on this side; on that,60,"hand, left, right, sides",3,"meet, bind, round, stretch",7,"round, stretch, straight, turn",8,"round, straight, stretch, turn",19,"straight, right, hand, opposite"
