lemma,urn,category,method,embed_score,gloss
δημηγορ-έω,urn:cite2:hmt:lsj.chicago_md:n24367,civic_community,seed,0.0,"practise speaking in the assembly; public speeches; make popular speeches, use clap-trap"
δημηγορ-ία,urn:cite2:hmt:lsj.chicago_md:n24368,civic_community,seed,0.0,"deliberative speaking; speech in the public assembly; position of a public speaker; popular oratory, claptrap"
δημόθεν,urn:cite2:hmt:lsj.chicago_md:n24406,civic_community,seed,0.0,at the public cost; from among the people; by deme
δημο-ποίητος,urn:cite2:hmt:lsj.chicago_md:n24432,civic_community,seed,0.0,made a citizen
δῆμος,urn:cite2:hmt:lsj.chicago_md:n24436,civic_community,seed,0.0,"district, country, land; the land; people, inhabitants; the commons, common people; a commoner; plebs; unus de plebe; rank and file; the sovereign people, the free citizens; popular government, democracy; democracies; the popular assembly; assembly; township, commune; faction; dā´ti"
δημόσιος,urn:cite2:hmt:lsj.chicago_md:n24444,civic_community,seed,0.0,"belonging to the people; state; fiscus; state-property; confiscated; used by the public; common; epidemic; any public slave; servant; the public crier; policeman; public notary; public executioner; public official; public victim; harlot, prostitute; the state; public officials; public building, hall; treasury; the public prison; public archives; public dues, taxes; tent of the Spartan kings; kingʼs council; at the public expense; by public consent; on public service; in the public courts; by the hands of the public executioner; as a community; commonly, popularly; on public business"
δημότης,urn:cite2:hmt:lsj.chicago_md:n24460,civic_community,seed,0.0,"one of the people, commoner; popularly; one of the same people, fellow-citizen; member of a deme; of the same deme"
δημοτ-ικός,urn:cite2:hmt:lsj.chicago_md:n24461,civic_community,seed,0.0,"of; for the people, in common use; popular; common, ordinary; public affairs; of the populace, one of them; on the popular; democratic side; for the people; generous, kindly, affable; affably, kindly; popular, democratic; trying suits between citizens; in a spirit of equality; like a free and independent citizen; belonging to a deme"
διαδρᾱσῐπολῖται,urn:cite2:hmt:lsj.chicago_md:n24731,civic_community,seed,0.0,citizen who shirks all state burdens
δίκαιος,urn:cite2:hmt:lsj.chicago_md:n26886,civic_community,seed,0.0,"observant of custom; rule; of social rule, well-ordered, civilized; good; civilized; in due form, decently; loyally; observant of duty; righteous; rightly; equal, even, well-balanced; evengoing; fair, impartial; legally exact, precise; quite exactly; lawful, just; right; issue; what is just and right; oneʼs due; deserts; lawful claim; obligations; contracts; terms; rightly, justly; meet and right, fitting; fit for; use; normal; real, genuine; really and truly; of equity; with reason; are bound; have a right; have most reason; dignus est qui pereat; has a right"
δῐκαστοφῐλᾰκέω,urn:cite2:hmt:lsj.chicago_md:n26923,civic_community,seed,0.0,"to be a member of the bodyguard of a jury, Inscr. Magn."
Δῐομειᾰλαζών,urn:cite2:hmt:lsj.chicago_md:n27187,civic_community,seed,0.0,a braggart of the deme Diomea
δῐ-πολίτης,urn:cite2:hmt:lsj.chicago_md:n27409,civic_community,seed,0.0,citizen of two cities
ἐγκρατ-εύομαι,urn:cite2:hmt:lsj.chicago_md:n30403,civic_community,seed,0.0,"exercise self-control; force oneself; starve oneself; to be a member of the Encratite sect, Anatolian Studies"
ἐγκρατ-ίτης,urn:cite2:hmt:lsj.chicago_md:n30408,civic_community,seed,0.0,member of the Encratite sect
ἐθν-άρχης,urn:cite2:hmt:lsj.chicago_md:n30804,civic_community,seed,0.0,ruler of a tribe; nation; sheikh; ruling over nations
ἔθνος,urn:cite2:hmt:lsj.chicago_md:n30809,civic_community,seed,0.0,"number of people living together, company, body of men; band; host; swarms, flocks; nation, people; foreign, barbarous nations; clubs of non-Athenians; non-Jews, Ps.; Gentiles; Gentile Christians, Ep. Rom.; provinciae; province; class; caste, tribe; orders; trade-associations; guilds; sex; part, member; a relation"
εἴρη,urn:cite2:hmt:lsj.chicago_md:n31179,civic_community,seed,0.0,a place of assembly
εἴσειμι,urn:cite2:hmt:lsj.chicago_md:n31333,civic_community,seed,0.0,"enter, go into; will; come before; enter; ensuing; come upon; take the part of; come into the assembly; come into court; come before the court; enter upon; enter on; new; come into oneʼs mind; began to think; what enters into one, food"
ἐκκλησί-α,urn:cite2:hmt:lsj.chicago_md:n32173,civic_community,seed,0.0,"assembly duly summoned; an assembly; it; Comitia; Comitia Centuriata, Curiata; the Jewish congregation, De.; NT, the Church"
ἐκκλησι-άζω,urn:cite2:hmt:lsj.chicago_md:n32174,civic_community,seed,0.0,"hold an assembly, debate therein; having; deliberated; to be a member of the Assembly; summon to an assembly, convene; to be called together; summon"
ἐκκλησι-αστής,urn:cite2:hmt:lsj.chicago_md:n32177,civic_community,seed,0.0,member of the
Ἑλλᾰδάρχ-ης,urn:cite2:hmt:lsj.chicago_md:n33778,civic_community,seed,0.0,president of the; official of the Delphic Amphictyony; official of the Greek community in the province of Galatia
Ἕλλην,urn:cite2:hmt:lsj.chicago_md:n33819,civic_community,seed,0.0,Hellen; the Thessalian tribe of which Hellen was the reputed chief; Greeks; Gentiles; non-Egyptian; pagan; those who spoke; wrote Hellenistic Greek
Ἑλλην-άρχης,urn:cite2:hmt:lsj.chicago_md:n33820,civic_community,seed,0.0,chief of the Greek community
ἔμπολ-ις,urn:cite2:hmt:lsj.chicago_md:n34474,civic_community,seed,0.0,belonging to the city; state; fellow-citizen
ἐμπολῑτεύω,urn:cite2:hmt:lsj.chicago_md:n34476,civic_community,seed,0.0,"to be a citizen, hold civil rights; to talk politics with; introduce into a state, naturalize"
ἔμφῡλος,urn:cite2:hmt:lsj.chicago_md:n34660,civic_community,seed,0.0,in the tribe; of the same tribe; race; kinsfolk; kindred; of a kinsman; registered in a tribe; oneʼs native; in; among oneʼs people; family; intestine
ἐνδοιΐτιναι,urn:cite2:hmt:lsj.chicago_md:n35255,civic_community,seed,0.0,those who can trace citizen-ancestry through seven generations
ἐπί-κλητος,urn:cite2:hmt:lsj.chicago_md:n39755,civic_community,seed,0.0,"called upon, called in as; ally; specially summoned; privy; convocation, assembly; privy councillors; committee; called to; appointed; designated; summoned before; accused; invited in addition, supernumerary guest; alien, foreign; irrelevant"
ἐπίμεικτος,urn:cite2:hmt:lsj.chicago_md:n40144,civic_community,seed,0.0,"common to; mixed; combining the features; sociable, gregarious; in combination"
ἑπτᾰδεύω,urn:cite2:hmt:lsj.chicago_md:n41926,civic_community,seed,0.0,to be a member of a board of seven
ἐρᾰν-ιστής,urn:cite2:hmt:lsj.chicago_md:n42121,civic_community,seed,0.0,member of; contributor to an; member of an
Ἐρεχθεύς,urn:cite2:hmt:lsj.chicago_md:n42352,civic_community,seed,0.0,Temple of Erechtheus; members of the Erechtheid tribe; of Erechtheus; sacred to him
ἐρῆμος,urn:cite2:hmt:lsj.chicago_md:n42381,civic_community,seed,0.0,"desolate, lonely, solitary; desert parts..; empty; solitary, not gregarious; in solitude; vacantly; reft of, void; destitute of; bereft of; without heirs; wanting, without; free from; undefended; in which one party does not appear; by default; judgement by default; it by default; in a case where there was no defence; unclaimed, vacant"
ἔσκλητος,urn:cite2:hmt:lsj.chicago_md:n42911,civic_community,seed,0.0,an assembly of Notables
ἑστίᾱσις,urn:cite2:hmt:lsj.chicago_md:n42990,civic_community,seed,0.0,"feasting, banqueting, entertainment; banquet; public dinner given by a citizen to his fellow-citizens"
ἑστιᾱτ-ωρ,urn:cite2:hmt:lsj.chicago_md:n42998,civic_community,seed,0.0,"one who gives a banquet, host; the citizen on whom the liturgy of; fell; manager of the commissariat; guest; office-bearers of a religious association"
ἑταιρ-εία,urn:cite2:hmt:lsj.chicago_md:n43072,civic_community,seed,0.0,"association, brotherhood; social group; political club; union for party purposes; collegium; collegium Lupercorum Juliorum; friendly connexion, friendship, comradeship"
ἑταιρ-ειώτης,urn:cite2:hmt:lsj.chicago_md:n43074,civic_community,seed,0.0,member of a
ἑταῖρ-ος,urn:cite2:hmt:lsj.chicago_md:n43089,civic_community,seed,0.0,"comrade, companion; comrades-in-arms; messmate; fellowslave; partner; mates; pupil, disciple; fellow-pupils; partisans; club-mates; members of a religious guild; lovers; guards; cavalry; retinue; Comites; associate of; closest companions; constant to; gregarious; companion; courtesan; prostitute"
ἑτερο-εθνής,urn:cite2:hmt:lsj.chicago_md:n43140,civic_community,seed,0.0,"of another tribe, foreign"
ἔτης,urn:cite2:hmt:lsj.chicago_md:n43260,civic_community,seed,0.0,clansmen; kinsmen and dependents of a great house; citizen; a private citizen
εὔμικτος,urn:cite2:hmt:lsj.chicago_md:n44489,civic_community,seed,0.0,social; frequented
ἡμι-κύκλιος,urn:cite2:hmt:lsj.chicago_md:n47141,civic_community,seed,0.0,"semicircular; semicircle; hemisphere; a place for public entertainment; meeting; Place of assembly; semicircular seat, armchair; semicircular dial; semicircular statue-base; drum of a half-column; barrel-vault; theatrical machine"
θᾰμῠρίζω,urn:cite2:hmt:lsj.chicago_md:n47859,civic_community,seed,0.0,assemble; take part in a meeting; assembly
θέᾱτρον,urn:cite2:hmt:lsj.chicago_md:n47991,civic_community,seed,0.0,"place for seeing; for dramatic representation, theatre; a place of assembly; amphitheatre; the stage; theatre; the spectators, ‘the house; spectacle; life"
θῐᾰσ-ώτης,urn:cite2:hmt:lsj.chicago_md:n48860,civic_community,seed,0.0,"member of a; worshippers; fellow-reveller; fellow-members; leader of; follower, disciple"
θόρῠβ-ος,urn:cite2:hmt:lsj.chicago_md:n48975,civic_community,seed,0.0,"noise; the confused noise of a crowded assembly, uproar, clamour; applause; groans, murmurs; murmurs; tumult, confusion; confusion; risk"
ἰσόνομ-ος,urn:cite2:hmt:lsj.chicago_md:n51102,civic_community,seed,0.0,where all have equal rights; enjoying full citizen rights; at par
ἰσοπολῑτ-ης,urn:cite2:hmt:lsj.chicago_md:n51128,civic_community,seed,0.0,enjoying equal political rights; enjoying reciprocity of rights; municipia; enjoying such rights; equitable citizen
κᾰκοδαιμον-ιστής,urn:cite2:hmt:lsj.chicago_md:n52154,civic_community,seed,0.0,worshipper of the; member of a ‘Satanist’ club
Κᾰλαύρεια,urn:cite2:hmt:lsj.chicago_md:n52558,civic_community,seed,0.0,Calauria; citizen of C.
καλλῐ-άζω,urn:cite2:hmt:lsj.chicago_md:n52613,civic_community,seed,0.0,to be a member of the; to be president of the
κληροῦχ-ος,urn:cite2:hmt:lsj.chicago_md:n57889,civic_community,seed,0.0,"one who held an allotment of land; an allotment in a foreign country assigned him as a citizen; holder of land by military tenure; having; for her lot; one who distributed allotments; holder of an inheritance; land-owner, landlord; distributed in allotments"
κοινό-βῐος,urn:cite2:hmt:lsj.chicago_md:n58389,civic_community,seed,0.0,living in community with others; life in community; monastery
κοινοβούλ-ιον,urn:cite2:hmt:lsj.chicago_md:n58395,civic_community,seed,0.0,common council; place of assembly
κοινόβουλ-ος,urn:cite2:hmt:lsj.chicago_md:n58396,civic_community,seed,0.0,member of local senate
κοινο-βωμία,urn:cite2:hmt:lsj.chicago_md:n58397,civic_community,seed,0.0,community of altar
κοινο-δήμιον,urn:cite2:hmt:lsj.chicago_md:n58401,civic_community,seed,0.0,common assembly of the people
κοινο-ποιός,urn:cite2:hmt:lsj.chicago_md:n58423,civic_community,seed,0.0,creating community
κοινο-πολῑτεία,urn:cite2:hmt:lsj.chicago_md:n58424,civic_community,seed,0.0,citizenship of a; league
κοινότης,urn:cite2:hmt:lsj.chicago_md:n58433,civic_community,seed,0.0,"sharing in common, community; common; universal quality; common features; generality, vagueness; ambiguity; absence of privileges; distinctions; affability; accessibility; use of a common word; common gender; general body"
κοινων-έω,urn:cite2:hmt:lsj.chicago_md:n58444,civic_community,seed,0.0,"have; do in common with, share, take part in; with; give a share of; have a share of, take part in; share; in common; partnership; go shares with, have dealings with; is concerned with; has; in common with; sympathize; united with; commit; share in an opinion, agree; communicate, join; form a community"
κοινων-ητικός,urn:cite2:hmt:lsj.chicago_md:n58448,civic_community,seed,0.0,"social science; generous, liberal"
κοινων-ικός,urn:cite2:hmt:lsj.chicago_md:n58451,civic_community,seed,0.0,"held in common; held by corporations; relating to partnerships; tax on corporations; social; sociable; sociability; giving a share of; ready to share luck with others; liberal; in communion; receptive, sharing in; to partake in; by sympathy"
κοιρᾰν-ίδης,urn:cite2:hmt:lsj.chicago_md:n58466,civic_community,seed,0.0,member of a ruling house
Κολωνῆθεν,urn:cite2:hmt:lsj.chicago_md:n58757,civic_community,seed,0.0,from the deme
κολωνός,urn:cite2:hmt:lsj.chicago_md:n58760,civic_community,seed,0.0,"hill; heap; hilltop, peak; Colonus; one of the deme Colonos"
Κομπ-ᾰσεύς,urn:cite2:hmt:lsj.chicago_md:n58826,civic_community,seed,0.0,"one of the; deme, Bragsman"
κοσμο-πολίτης,urn:cite2:hmt:lsj.chicago_md:n59337,civic_community,seed,0.0,citizen of the world
κρύπ-της,urn:cite2:hmt:lsj.chicago_md:n60240,civic_community,seed,0.0,member of the Spartan
κτοιν-άτης,urn:cite2:hmt:lsj.chicago_md:n60396,civic_community,seed,0.0,member of a
κύκλος,urn:cite2:hmt:lsj.chicago_md:n60646,civic_community,seed,0.0,"ring, circle; circle; circles; in a circle; ring, round about; round; around; from all sides; all over; circumstances; any circular body; wheel; janker; trencher; place of assembly; amphitheatre; crowd of people standing round, ring; circle of people; place in the; where domestic utensils were sold; vault; parallels; the zones; orb, disk; the heavenly bodies; wall round; circular fort; round shield; eye-balls, eyes; eye; cheeks; wreath; cycle; collection of legends; poems; the Epic cycle; circular motion, orbit; revolution; years; cycles; train; circular dance; a rounded period; anapaest; sphere, globe"
κωμ-αστής,urn:cite2:hmt:lsj.chicago_md:n61284,civic_community,seed,0.0,reveller; member of a; one who carries sacred images in procession
λεωσφέτερος,urn:cite2:hmt:lsj.chicago_md:n62822,civic_community,seed,0.0,"one of their own people, their fellow-citizen."
Λίνδος,urn:cite2:hmt:lsj.chicago_md:n63370,civic_community,seed,0.0,Lindos; from Lindos; Lindian; citizen of Lindos
μεγᾰλο-πολίτης,urn:cite2:hmt:lsj.chicago_md:n65461,civic_community,seed,0.0,citizen of a large city
Μεγᾰρ-εύς,urn:cite2:hmt:lsj.chicago_md:n65542,civic_community,seed,0.0,citizen of Megara
μετά,urn:cite2:hmt:lsj.chicago_md:n66572,civic_community,seed,0.0,"mip; miti, mit; in the midst of, among, between; with; among; in common, along with, by aid of; in co-operation with; by aid of; on; side; with, together with; companions; and; in conjunction with; in oneʼs dealings with; by means of; during; between, among; among, in company with; in; belonging to; between; besides, over and above; to complete the number; after; into the middle of, coming into; persons; things; into; into the midst of; in pursuit; quest of; to seek; in quest of; in search of; for; to seek after; after, behind; beyond, on the far side of; after, next to; thereupon, there-after; by; next after; next to; inferior; to; after, according to; as; wish; among, between; including; among them, with them; with him; and then, next afterwards; thereafter; when past; of community; participation; in common with; in the midst of; succession; pursuit; letting go; reversely; change"
μέτοχος,urn:cite2:hmt:lsj.chicago_md:n67224,civic_community,seed,0.0,"sharing in, partaking of; partner, accomplice in; partner; member of a board; joint owner"
μητρο-πολίτης,urn:cite2:hmt:lsj.chicago_md:n67593,civic_community,seed,0.0,citizen of a; citizen of Metropolis; metropolitan bishop
μικρο-πολῑτεία,urn:cite2:hmt:lsj.chicago_md:n67747,civic_community,seed,0.0,citizenship in a petty state
μικρο-πολίτης,urn:cite2:hmt:lsj.chicago_md:n67748,civic_community,seed,0.0,citizen of a petty state
μιξ-αρχᾱγέτας,urn:cite2:hmt:lsj.chicago_md:n67914,civic_community,seed,0.0,a tribe-hero; only in union with
μῑσο-πολίτης,urn:cite2:hmt:lsj.chicago_md:n68080,civic_community,seed,0.0,citizen-hater
μονο-γενής,urn:cite2:hmt:lsj.chicago_md:n68501,civic_community,seed,0.0,"the only member of a kin; kind; only, single; unique; one and the same; having one form for all genders; only; in a unique manner"
μονό-φῡλος,urn:cite2:hmt:lsj.chicago_md:n68708,civic_community,seed,0.0,"of one tribe, race; kind"
νεολαία,urn:cite2:hmt:lsj.chicago_md:n70304,civic_community,seed,0.0,"a band of youths, the youth"
νεο-πολίτης,urn:cite2:hmt:lsj.chicago_md:n70345,civic_community,seed,0.0,newly enfranchised citizen
νόθ-ος,urn:cite2:hmt:lsj.chicago_md:n70932,civic_community,seed,0.0,"bastard, baseborn; child of a citizen father and an alien mother; temple-attendants; cross-bred; spurious, counterfeit, supposititious; false; meretricious, Peripl.M.; insincerely, disingenuously; spurious"
